INCIDENT_MONTH,TIME_OF_DAY,PHASE_OF_FLIGHT,ALTITUDE_GROUP,DISTANCE_GROUP,SPECIES,SIZE_CLEAN,NUM_STRUCK,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,FAAREGION,STATE,SKY_CLEAN,Damage_Binary
2,Day,Take-off Run,0-500 ft,0 NM,Unknown bird - medium,Medium,1,A,3.0,D,2.0,ASW,OK,No Cloud,1
2,Day,Arrival,Unknown,Unknown,American tree sparrow,Small,1,A,4.0,D,2.0,AGL,MI,Unknown,0
2,Night,Approach,0-500 ft,0 NM,Geese,Large,1,A,3.0,D,2.0,ASO,FL,No Cloud,0
2,Day,Descent,Unknown,Unknown,Canada goose,Large,2-10,A,5.0,D,2.0,AEA,NJ,Overcast,1
3,Day,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,3.0,D,2.0,ASW,LA,Unknown,0
3,Day,Local,Unknown,0-5 NM,Unknown bird,Unknown,1,A,1.0,A,1.0,ACE,NE,Unknown,0
3,Day,Climb,Unknown,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASW,TX,Unknown,0
3,Night,Arrival,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,Unknown,0
2,Night,Take-off Run,0-500 ft,0 NM,Unknown bird - small,Small,2-10,A,4.0,D,2.0,ASW,TX,Some Cloud,0
3,Night,Climb,Unknown,0 NM,Short-eared owl,Small,1,A,4.0,D,2.0,AEA,DC,Some Cloud,0
3,Night,Approach,"3,501-10,000 ft",5-20 NM,Unknown bird - large,Large,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
3,Dusk,Approach,Unknown,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AGL,MN,Some Cloud,0
3,Night,Climb,"10,000 ft+",5-20 NM,Unknown bird,Unknown,1,A,3.0,D,2.0,ASO,NC,Unknown,0
3,Dawn,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AEA,PA,Overcast,0
3,Day,Take-off Run,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AWP,HI,Some Cloud,0
3,Night,Landing Roll,0-500 ft,0 NM,Northern harrier,Medium,1,A,4.0,D,2.0,ASO,NC,No Cloud,0
3,Dusk,Approach,Unknown,0-5 NM,Ducks,Medium,1,A,4.0,D,2.0,AEA,NY,Some Cloud,0
4,Night,Approach,Unknown,0 NM,Varied thrush,Small,1,A,4.0,D,2.0,ANM,OR,Unknown,0
4,Day,Approach,Unknown,Unknown,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
2,Dawn,Take-off Run,0-500 ft,0 NM,Western meadowlark,Small,2-10,A,4.0,D,2.0,ASW,TX,Overcast,0
3,Night,Landing Roll,0-500 ft,0 NM,Ring-billed gull,Medium,1,A,4.0,D,2.0,AGL,MI,Overcast,0
4,Night,Approach,"1,501-3,500 ft",Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
3,Day,Landing Roll,0-500 ft,0 NM,Eastern meadowlark,Small,1,A,4.0,D,2.0,AGL,OH,Overcast,0
3,Night,Approach,0-500 ft,Unknown,American robin,Small,1,A,4.0,D,2.0,AEA,NY,No Cloud,0
3,Night,Approach,Unknown,Unknown,Unknown bird - small,Small,1,A,4.0,D,2.0,AWP,NV,Some Cloud,0
3,Dawn,Approach,0-500 ft,0 NM,American robin,Small,1,A,4.0,D,2.0,AGL,IL,Overcast,0
3,Night,Landing Roll,0-500 ft,0 NM,Microbats,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
3,Dusk,Approach,0-500 ft,0 NM,Meadowlarks,Small,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
3,Night,Approach,0-500 ft,0 NM,Meadowlarks,Small,1,A,4.0,D,2.0,ASW,TX,Overcast,0
3,Night,Approach,0-500 ft,0-5 NM,Mourning dove,Small,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
2,Day,Departure,Unknown,Unknown,Unknown bird - large,Large,1,A,1.0,A,1.0,AEA,VA,Unknown,1
3,Night,Landing Roll,0-500 ft,0 NM,Microbats,Small,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
3,Day,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
3,Night,Climb,"1,501-3,500 ft",5-20 NM,Unknown bird - large,Large,2-10,A,4.0,D,2.0,ASO,NC,No Cloud,0
3,Day,Landing Roll,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
3,Night,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,Unknown,0
3,Night,Approach,0-500 ft,0 NM,Microbats,Small,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
2,Day,Approach,"501-1,500 ft",0-5 NM,Geese,Large,1,A,1.0,A,1.0,AWP,CA,Some Cloud,1
3,Day,Approach,0-500 ft,0 NM,Peregrine falcon,Medium,1,A,4.0,D,2.0,ASO,KY,No Cloud,0
3,Day,Approach,Unknown,0 NM,Unknown bird - small,Small,1,A,2.0,D,2.0,ASO,FL,No Cloud,0
3,Day,Approach,0-500 ft,Unknown,Turkey vulture,Large,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
3,Night,Take-off Run,0-500 ft,0 NM,Herring gull,Medium,1,A,4.0,D,2.0,ANE,MA,Overcast,0
3,Day,Take-off Run,0-500 ft,0 NM,Herring gull,Medium,1,A,4.0,D,2.0,ANE,MA,Overcast,0
3,Day,Approach,0-500 ft,0 NM,Tree swallow,Small,1,A,4.0,D,2.0,ANM,OR,Overcast,0
3,Dawn,Approach,0-500 ft,0 NM,White-headed gull complex,Medium,1,A,4.0,D,2.0,ANM,OR,Overcast,0
3,Day,Landing Roll,0-500 ft,0 NM,Gulls,Medium,1,A,4.0,D,2.0,AEA,NY,Overcast,0
3,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
3,Day,Approach,0-500 ft,0-5 NM,Unknown bird - small,Small,1,A,1.0,A,1.0,ASW,TX,No Cloud,1
3,Day,Take-off Run,0-500 ft,0 NM,Horned lark,Small,1,A,4.0,D,2.0,ACE,MO,Some Cloud,0
3,Night,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AWP,CA,Some Cloud,0
3,Day,Approach,0-500 ft,0-5 NM,Cedar waxwing,Small,1,A,1.0,A,1.0,ASO,FL,Some Cloud,0
3,Day,Climb,0-500 ft,Unknown,Turkey vulture,Large,1,A,3.0,D,2.0,ASO,FL,No Cloud,1
3,Day,Take-off Run,0-500 ft,0 NM,Gulls,Medium,1,A,4.0,D,2.0,ANM,OR,Overcast,0
3,Day,Landing Roll,0-500 ft,0 NM,American kestrel,Small,1,A,3.0,D,2.0,ACE,MO,Some Cloud,0
3,Day,Landing Roll,0-500 ft,0 NM,Horned lark,Small,2-10,A,4.0,D,2.0,ANM,WY,Overcast,0
3,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,TN,No Cloud,0
3,Day,Approach,"501-1,500 ft",0-5 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ASO,KY,No Cloud,0
3,Day,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
3,Day,Landing Roll,0-500 ft,0 NM,Plovers,Small,1,A,4.0,D,2.0,ASO,FL,Overcast,0
3,Day,Landing Roll,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AWP,AZ,No Cloud,0
3,Day,Approach,0-500 ft,0-5 NM,Short-tailed hawk,Medium,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
3,Day,Approach,"501-1,500 ft",0-5 NM,Golden eagle,Large,1,A,4.0,D,2.0,ANM,CO,Some Cloud,1
3,Day,Take-off Run,0-500 ft,0 NM,Gulls,Medium,1,A,4.0,D,2.0,AGL,OH,Overcast,0
3,Dusk,Landing Roll,0-500 ft,0 NM,Killdeer,Small,1,A,4.0,D,2.0,AGL,IL,Some Cloud,0
3,Dusk,Climb,"1,501-3,500 ft",5-20 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,TN,No Cloud,0
3,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,KY,Unknown,0
3,Day,Approach,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,SC,No Cloud,0
3,Night,Approach,"501-1,500 ft",Unknown,Mallard,Medium,1,A,4.0,D,2.0,ANM,WA,Some Cloud,0
3,Night,Approach,0-500 ft,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,Unknown,0
3,Day,Landing Roll,0-500 ft,0 NM,American kestrel,Small,1,A,4.0,D,2.0,AEA,PA,Some Cloud,0
3,Day,Departure,Unknown,0 NM,Turkey vulture,Large,1,A,3.0,D,2.0,ASO,FL,Unknown,1
3,Day,Climb,Unknown,0 NM,Western cattle egret,Small,1,A,4.0,D,3.0,ASO,FL,Overcast,0
3,Day,Landing Roll,0-500 ft,0 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ACE,NE,No Cloud,0
3,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird,Unknown,2-10,A,4.0,D,2.0,AWP,AZ,No Cloud,0
3,Night,Approach,0-500 ft,Unknown,Unknown bird - small,Small,1,A,4.0,D,3.0,ASO,KY,Unknown,0
3,Night,Approach,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
3,Day,Approach,0-500 ft,0 NM,White-throated swift,Small,1,A,4.0,D,2.0,AWP,AZ,No Cloud,0
3,Night,Approach,0-500 ft,0 NM,American robin,Small,1,A,4.0,D,2.0,AEA,NY,Some Cloud,0
3,Night,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,AL,Some Cloud,0
3,Day,Take-off Run,0-500 ft,0 NM,American kestrel,Small,1,A,2.0,C,2.0,ACE,MO,No Cloud,0
3,Day,Approach,0-500 ft,Unknown,Rock pigeon,Small,1,A,1.0,A,1.0,AWP,CA,No Cloud,0
3,Night,Landing Roll,0-500 ft,0 NM,American barn owl,Medium,1,A,3.0,D,2.0,ASO,FL,Some Cloud,0
3,Day,Climb,"1,501-3,500 ft",0-5 NM,Black vulture,Large,1,A,3.0,D,2.0,ASW,TX,Some Cloud,1
3,Day,Take-off Run,0-500 ft,0 NM,Eastern meadowlark,Small,1,A,,,,AEA,VA,Overcast,0
3,Day,Take-off Run,0-500 ft,0 NM,Eastern meadowlark,Small,1,A,1.0,A,1.0,AGL,IN,Some Cloud,0
3,Dusk,Landing Roll,0-500 ft,0 NM,Horned lark,Small,2-10,A,4.0,D,2.0,ANE,NH,Overcast,0
3,Day,Approach,Unknown,Unknown,Horned lark,Small,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
3,Day,Approach,0-500 ft,0 NM,European starling,Small,1,A,4.0,D,2.0,ASO,KY,Some Cloud,0
3,Night,Climb,"3,501-10,000 ft",Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,KY,Unknown,0
3,Day,Approach,0-500 ft,0 NM,Canada goose,Large,2-10,A,2.0,C,2.0,ANM,CO,Overcast,1
3,Night,Landing Roll,0-500 ft,0 NM,Coyote,Large,1,A,4.0,D,2.0,AEA,MD,Overcast,0
4,Day,Landing Roll,0-500 ft,0 NM,Ring-billed gull,Medium,1,A,4.0,D,2.0,AEA,MD,Overcast,0
4,Day,Take-off Run,0-500 ft,0 NM,Unknown bird - medium,Medium,2-10,A,4.0,D,2.0,ASW,TX,Overcast,0
4,Day,Approach,"1,501-3,500 ft",0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AGL,MN,No Cloud,0
4,Dusk,Landing Roll,0-500 ft,0 NM,Perching birds (y),Small,1,A,4.0,D,2.0,AEA,VA,Some Cloud,0
4,Day,Take-off Run,0-500 ft,0 NM,Savannah sparrow,Small,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
4,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
4,Day,Take-off Run,0-500 ft,0 NM,Doves,Small,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
3,Day,Take-off Run,0-500 ft,0 NM,American kestrel,Small,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
4,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ACE,NE,No Cloud,0
4,Day,Approach,"501-1,500 ft",Unknown,Gulls,Medium,1,A,3.0,D,2.0,ASO,FL,Some Cloud,0
3,Day,Approach,0-500 ft,0 NM,Western meadowlark,Small,2-10,A,4.0,D,2.0,AWP,CA,No Cloud,0
3,Night,Approach,0-500 ft,Unknown,Killdeer,Small,1,A,4.0,D,2.0,ACE,IA,Some Cloud,0
4,Dawn,Approach,0-500 ft,Unknown,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ASO,KY,No Cloud,0
4,Day,Approach,0-500 ft,0-5 NM,Unknown bird - large,Large,1,A,1.0,A,1.0,ASW,TX,No Cloud,0
4,Night,Approach,0-500 ft,0 NM,Cackling goose,Large,1,A,4.0,D,2.0,ANM,OR,Overcast,0
4,Day,Approach,Unknown,Unknown,Unknown bird - small,Small,1,A,3.0,D,2.0,ACE,KS,Overcast,0
4,Dusk,Landing Roll,0-500 ft,0 NM,Barn swallow,Small,1,A,3.0,D,2.0,ACE,IA,Overcast,0
4,Night,Descent,"10,000 ft+",20-50 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ACE,MO,No Cloud,0
4,Dusk,Approach,"1,501-3,500 ft",Unknown,Red-crowned amazon,Small,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
4,Day,Approach,Unknown,0 NM,European starling,Small,1,A,4.0,D,2.0,AEA,DC,Some Cloud,0
1,Night,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,AEA,NJ,Overcast,0
3,Night,Landing Roll,0-500 ft,0 NM,Western meadowlark,Small,1,A,1.0,A,1.0,ASW,TX,No Cloud,0
3,Day,Approach,"3,501-10,000 ft",5-20 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
3,Day,Approach,0-500 ft,0-5 NM,Unknown bird - small,Small,1,A,1.0,A,1.0,ASO,FL,Some Cloud,0
1,Day,Landing Roll,0-500 ft,0 NM,Unknown bird - medium,Medium,1,A,1.0,A,1.0,ASO,FL,Some Cloud,0
3,Day,Landing Roll,0-500 ft,0 NM,Western meadowlark,Small,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
3,Night,Descent,Unknown,Unknown,Fox sparrow,Small,1,A,4.0,D,2.0,ASO,NC,Unknown,0
4,Day,Take-off Run,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,GA,No Cloud,0
4,Day,Approach,0-500 ft,0 NM,Violet-green swallow,Small,1,A,4.0,D,2.0,AWP,CA,Some Cloud,0
4,Day,Take-off Run,0-500 ft,0 NM,Red-tailed hawk,Medium,1,A,4.0,D,2.0,AWP,CA,Some Cloud,0
4,Dawn,Climb,0-500 ft,Unknown,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
4,Night,Approach,"501-1,500 ft",0-5 NM,Hermit thrush,Small,1,A,4.0,D,2.0,ASW,AR,No Cloud,0
4,Day,Approach,"501-1,500 ft",Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,AGL,IL,Unknown,0
3,Day,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ANM,CO,No Cloud,1
3,Night,Take-off Run,0-500 ft,0 NM,Horned lark,Small,1,A,4.0,D,2.0,AEA,NY,Some Cloud,0
4,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ASO,TN,Some Cloud,0
4,Night,Landing Roll,0-500 ft,0 NM,American coot,Medium,1,A,4.0,D,2.0,ANM,UT,No Cloud,0
4,Day,Approach,Unknown,0 NM,Upland sandpiper,Small,2-10,A,4.0,D,2.0,ASW,TX,Some Cloud,0
4,Day,Landing Roll,0-500 ft,0 NM,Ring-billed gull,Medium,1,A,4.0,D,2.0,AGL,MI,No Cloud,0
4,Day,Approach,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
4,Night,Landing Roll,0-500 ft,0 NM,Black-bellied whistling-duck,Medium,2-10,A,4.0,D,2.0,ASO,FL,No Cloud,0
3,Day,Departure,Unknown,0 NM,Bald eagle,Large,1,A,4.0,D,2.0,ACE,MO,No Cloud,1
4,Day,Landing Roll,0-500 ft,0 NM,Horned lark,Small,1,A,3.0,D,2.0,ANM,WY,Overcast,0
4,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,FGN,FN,Some Cloud,0
4,Day,Landing Roll,0-500 ft,0 NM,Horned lark,Small,2-10,A,3.0,D,2.0,ANM,CO,No Cloud,0
4,Night,Approach,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
4,Night,Approach,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
4,Night,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,NM,No Cloud,0
4,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,AEA,DC,No Cloud,0
4,Day,Approach,0-500 ft,Unknown,Unknown bird - small,Small,1,A,4.0,D,2.0,AEA,MD,No Cloud,0
4,Night,Approach,"1,501-3,500 ft",Unknown,Unknown bird - small,Small,1,A,1.0,A,1.0,AEA,VA,Some Cloud,0
4,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ANM,CO,No Cloud,0
4,Night,Approach,"3,501-10,000 ft",5-20 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
4,Dawn,Take-off Run,0-500 ft,0 NM,Osprey,Large,1,A,4.0,D,2.0,ANE,RI,No Cloud,0
4,Day,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
3,Day,Approach,Unknown,0 NM,Ring-billed gull,Medium,1,A,3.0,D,2.0,AGL,OH,Unknown,1
4,Night,Climb,"1,501-3,500 ft",0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AEA,NJ,No Cloud,0
5,Night,Approach,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AGL,IL,Unknown,0
5,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,KY,Unknown,0
5,Night,Approach,"3,501-10,000 ft",5-20 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ASO,KY,Unknown,0
4,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AGL,MI,No Cloud,0
4,Night,Descent,Unknown,Unknown,Yellow-rumped warbler,Small,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
4,Day,Landing Roll,0-500 ft,0 NM,Coyote,Large,1,A,3.0,D,2.0,ANM,CO,No Cloud,0
4,Night,Approach,"3,501-10,000 ft",Unknown,Orange-crowned warbler,Small,1,A,4.0,D,2.0,ANM,OR,No Cloud,0
4,Night,Landing Roll,0-500 ft,0 NM,Ruby-crowned kinglet,Small,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
4,Day,Approach,0-500 ft,0 NM,Cliff swallow,Small,1,A,4.0,D,2.0,AWP,NV,Some Cloud,0
4,Night,Descent,"3,501-10,000 ft",5-20 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AWP,AZ,No Cloud,0
4,Night,Climb,0-500 ft,Unknown,Unknown bird - small,Small,1,A,4.0,D,2.0,ACE,MO,Overcast,0
3,Dusk,Approach,0-500 ft,0 NM,American black duck,Medium,1,A,1.0,A,1.0,ANE,MA,No Cloud,1
4,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,2-10,A,4.0,D,2.0,ASO,TN,Overcast,0
3,Night,Approach,0-500 ft,Unknown,Brazilian free-tailed bat,Small,1,A,4.0,D,2.0,ASO,NC,No Cloud,0
4,Night,Descent,Unknown,Unknown,Winter wren,Small,1,A,4.0,D,2.0,AEA,NY,No Cloud,0
4,Day,Taxi,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,TN,Some Cloud,0
4,Day,Approach,0-500 ft,0 NM,Tree swallow,Small,1,A,4.0,D,2.0,ASO,NC,Overcast,0
5,Day,Approach,"1,501-3,500 ft",0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,TN,Unknown,0
5,Night,Approach,0-500 ft,0-5 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ASO,KY,Unknown,0
5,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,KY,Unknown,0
4,Day,Approach,"3,501-10,000 ft",5-20 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
4,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AWP,AZ,No Cloud,0
4,Day,Landing Roll,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,NC,No Cloud,0
3,Night,Climb,Unknown,0-5 NM,Unknown bird - medium,Medium,1,A,1.0,A,1.0,AWP,CA,Unknown,1
4,Day,Take-off Run,0-500 ft,0 NM,American kestrel,Small,1,A,4.0,D,2.0,ANE,RI,Some Cloud,0
4,Night,Approach,"3,501-10,000 ft",5-20 NM,Unknown bird - medium,Medium,1,A,3.0,C,2.0,FGN,FN,Some Cloud,0
4,Day,Approach,0-500 ft,0 NM,Ring-billed gull,Medium,1,A,4.0,D,2.0,ANE,RI,Overcast,0
4,Day,Climb,"1,501-3,500 ft",Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
4,Night,Landing Roll,0-500 ft,0 NM,Killdeer,Small,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
3,Day,Take-off Run,0-500 ft,0 NM,Bald eagle,Large,1,A,4.0,D,2.0,AEA,VA,Overcast,1
4,Dawn,Approach,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AGL,IL,Overcast,0
4,Day,Climb,0-500 ft,Unknown,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,KY,Some Cloud,0
4,Night,Approach,Unknown,Unknown,Swamp sparrow,Small,1,A,4.0,D,2.0,ACE,MO,Some Cloud,0
4,Day,Approach,0-500 ft,0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AEA,MD,No Cloud,0
4,Day,Climb,"501-1,500 ft",0-5 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,FGN,FN,Some Cloud,0
4,Day,Landing Roll,0-500 ft,0 NM,Unknown bird - small,Small,1,,,,,ASO,NC,No Cloud,0
4,Day,Approach,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
4,Night,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,AGL,MN,No Cloud,0
4,Dawn,Landing Roll,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AEA,PA,Some Cloud,0
4,Night,Approach,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
4,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,FGN,FN,Overcast,0
4,Day,Climb,0-500 ft,Unknown,Unknown bird - small,Small,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
4,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,TN,Overcast,0
4,Day,Approach,Unknown,Unknown,Western meadowlark,Small,1,A,1.0,A,1.0,ANM,CO,No Cloud,0
4,Day,Approach,0-500 ft,0-5 NM,Western meadowlark,Small,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
4,Night,Approach,Unknown,Unknown,Eastern towhee,Small,1,A,4.0,D,2.0,AEA,PA,Overcast,0
4,Night,Approach,Unknown,Unknown,Yellow-rumped warbler,Small,1,A,4.0,D,2.0,AEA,NY,Some Cloud,0
3,Night,Approach,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,1.0,A,1.0,AWP,AZ,No Cloud,1
4,Night,Approach,"1,501-3,500 ft",0-5 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ANE,MA,No Cloud,0
1,Day,Landing Roll,0-500 ft,0 NM,Western meadowlark,Small,1,A,3.0,D,2.0,ANM,CO,Some Cloud,0
1,Day,Landing Roll,0-500 ft,0 NM,Horned lark,Small,1,A,4.0,D,2.0,ANM,CO,No Cloud,0
3,Day,Climb,"501-1,500 ft",Unknown,Black vulture,Large,2-10,A,4.0,D,2.0,FGN,FN,Overcast,1
4,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AEA,DC,Some Cloud,0
4,Day,Approach,Unknown,Unknown,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,TN,No Cloud,0
4,Night,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,AEA,MD,Some Cloud,0
4,Dawn,Take-off Run,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AEA,PA,Some Cloud,0
4,Night,Approach,Unknown,Unknown,Barn swallow,Small,1,A,3.0,D,2.0,ASO,TN,No Cloud,0
4,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AEA,NJ,Some Cloud,0
5,Day,Climb,"1,501-3,500 ft",0-5 NM,Unknown bird - small,Small,1,B,2.0,F,2.0,AEA,VA,Some Cloud,0
4,Night,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ACE,MO,No Cloud,0
4,Night,Approach,"3,501-10,000 ft",5-20 NM,Hermit thrush,Small,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
4,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird,Unknown,1,A,5.0,D,2.0,FGN,FN,No Cloud,0
4,Night,Approach,Unknown,Unknown,Hermit thrush,Small,1,A,4.0,D,2.0,ACE,MO,No Cloud,0
4,Day,Approach,"501-1,500 ft",Unknown,Mourning dove,Small,1,A,3.0,D,2.0,ACE,KS,No Cloud,0
3,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ACE,MO,No Cloud,1
4,Night,Approach,Unknown,Unknown,Yellow-bellied sapsucker,Small,1,A,4.0,D,2.0,AEA,NY,Some Cloud,0
5,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AGL,IL,Unknown,0
4,Night,Landing Roll,0-500 ft,0 NM,American robin,Small,2-10,A,3.0,D,2.0,AGL,IL,Some Cloud,0
