INCIDENT_MONTH,TIME_OF_DAY,PHASE_OF_FLIGHT,ALTITUDE_GROUP,DISTANCE_GROUP,SPECIES,SIZE_CLEAN,NUM_STRUCK,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,FAAREGION,STATE,SKY_CLEAN,Damage_Binary
10,Day,Approach,Unknown,0 NM,Bald eagle,Large,1,A,4.0,D,2.0,AGL,MN,Some Cloud,0
10,Night,Approach,0-500 ft,0 NM,Ring-necked duck,Medium,1,A,4.0,D,2.0,AGL,MN,Overcast,0
10,Day,Approach,Unknown,Unknown,Gray-cheeked thrush,Small,1,A,4.0,D,2.0,ASO,NC,Some Cloud,0
10,Night,Landing Roll,0-500 ft,0 NM,Unknown bird - small,Small,2-10,A,4.0,D,2.0,ASO,FL,No Cloud,0
10,Night,Landing Roll,0-500 ft,0 NM,Zebra dove,Small,1,A,2.0,C,1.0,AWP,HI,Some Cloud,0
10,Night,Approach,"1,501-3,500 ft",0-5 NM,Unknown bird - small,Small,1,A,1.0,A,1.0,ASO,NC,No Cloud,0
10,Night,Approach,0-500 ft,0 NM,Unknown bird - small,Small,1,B,2.0,F,1.0,ASO,FL,Overcast,0
6,Day,Approach,Unknown,0 NM,Chimney swift,Small,1,A,4.0,D,2.0,ASO,KY,No Cloud,0
6,Dawn,Climb,Unknown,0 NM,Common grackle,Small,1,A,4.0,D,2.0,ACE,IA,No Cloud,0
6,Day,Approach,Unknown,0 NM,Mourning dove,Small,1,A,3.0,D,2.0,ASW,TX,Some Cloud,0
7,Day,Approach,0-500 ft,0 NM,European starling,Small,2-10,A,4.0,D,2.0,ASO,GA,Overcast,0
7,Day,Approach,Unknown,0 NM,Barn swallow,Small,2-10,A,3.0,D,2.0,ASO,NC,Some Cloud,0
7,Day,Climb,0-500 ft,0 NM,American kestrel,Small,1,A,2.0,A,2.0,AGL,OH,No Cloud,0
7,Day,Approach,Unknown,0 NM,European starling,Small,11-100,A,3.0,D,2.0,AGL,OH,Some Cloud,0
7,Day,Landing Roll,0-500 ft,0 NM,Western kingbird,Small,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
7,Day,Approach,Unknown,0 NM,Grasshopper sparrow,Small,1,A,4.0,D,2.0,AGL,IL,Some Cloud,0
8,Day,Approach,Unknown,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,AL,Some Cloud,0
8,Night,Approach,Unknown,0 NM,Brazilian free-tailed bat,Small,1,A,4.0,D,2.0,AWP,AZ,No Cloud,0
8,Day,Climb,Unknown,0 NM,Barn swallow,Small,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
8,Day,Approach,Unknown,0 NM,Ring-billed gull,Medium,1,A,3.0,D,2.0,AGL,WI,Overcast,0
8,Day,Take-off Run,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
8,Night,Approach,0-500 ft,0-5 NM,Evening bat,Small,1,A,4.0,D,2.0,ACE,IA,Some Cloud,1
9,Day,Approach,0-500 ft,0 NM,Upland sandpiper,Small,1,A,4.0,D,2.0,ASW,TX,Overcast,0
9,Day,Approach,Unknown,0 NM,Whimbrel,Small,2-10,A,4.0,D,2.0,ANE,MA,Overcast,0
9,Night,Approach,Unknown,0 NM,Killdeer,Small,1,A,4.0,D,2.0,AGL,IL,Some Cloud,0
9,Day,Approach,Unknown,0 NM,Mourning dove,Small,1,A,4.0,D,2.0,ASO,KY,No Cloud,0
5,Day,Approach,Unknown,0-5 NM,Chimney swift,Small,1,A,4.0,D,2.0,AEA,PA,Some Cloud,0
8,Day,Approach,0-500 ft,0-5 NM,Brandt's cormorant,Large,1,A,4.0,D,2.0,AWP,CA,Some Cloud,0
7,Day,Approach,0-500 ft,0-5 NM,Chimney swift,Small,1,A,4.0,D,2.0,AEA,NJ,Some Cloud,0
8,Day,Approach,0-500 ft,0-5 NM,Cedar waxwing,Small,2-10,A,4.0,D,2.0,AGL,IL,Some Cloud,0
3,Night,Climb,0-500 ft,0 NM,Unknown bird - medium,Medium,1,A,5.0,D,2.0,ASO,FL,Some Cloud,0
4,Day,Climb,"501-1,500 ft",0-5 NM,Gulls,Medium,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
8,Day,Approach,0-500 ft,0-5 NM,Chimney swift,Small,1,A,4.0,D,2.0,ASO,GA,Some Cloud,0
9,Dusk,Approach,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
5,Day,Approach,Unknown,0-5 NM,Cliff swallow,Small,1,A,4.0,D,2.0,ANM,UT,No Cloud,0
8,Night,Approach,"3,501-10,000 ft",5-20 NM,Vesper bats,Small,1,A,4.0,D,2.0,ANM,UT,Some Cloud,0
9,Night,Approach,Unknown,5-20 NM,Perching birds (y),Small,1,A,4.0,D,2.0,ANE,ME,No Cloud,0
8,Day,Approach,0-500 ft,Unknown,Unknown bird - large,Large,2-10,A,5.0,D,4.0,AEA,NY,Overcast,0
10,Night,Approach,"501-1,500 ft",5-20 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASW,AR,No Cloud,0
10,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
10,Day,Climb,"1,501-3,500 ft",5-20 NM,Unknown bird - small,Small,1,A,1.0,A,1.0,ASO,FL,Some Cloud,0
10,Day,Approach,"1,501-3,500 ft",5-20 NM,Tennessee warbler,Small,2-10,A,4.0,D,2.0,ASO,FL,Some Cloud,0
10,Night,Approach,Unknown,Unknown,Tennessee warbler,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
10,Dawn,Approach,"1,501-3,500 ft",Unknown,Ovenbird,Small,1,A,2.0,D,2.0,ASO,FL,Some Cloud,0
10,Night,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
10,Night,Descent,Unknown,Unknown,Perching birds (y),Small,1,A,4.0,D,2.0,ASO,NC,No Cloud,0
10,Day,Landing Roll,0-500 ft,0 NM,Horned lark,Small,1,A,4.0,D,2.0,ANM,CO,Unknown,0
10,Day,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,3.0,D,2.0,ACE,KS,No Cloud,0
10,Day,Approach,Unknown,Unknown,Red-winged blackbird,Small,1,A,4.0,D,2.0,AEA,DC,No Cloud,0
8,Day,Approach,"1,501-3,500 ft",0-5 NM,Turkey vulture,Large,1,A,4.0,D,2.0,ASO,GA,Some Cloud,1
10,Night,Approach,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,TN,No Cloud,0
10,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
10,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
10,Day,Landing Roll,0-500 ft,0 NM,Tree swallow,Small,1,A,4.0,D,2.0,ASO,NC,No Cloud,0
10,Night,Approach,"3,501-10,000 ft",Unknown,Horned lark,Small,1,A,4.0,D,2.0,ACE,MO,No Cloud,0
10,Day,Climb,"1,501-3,500 ft",Unknown,Unknown bird,Unknown,1,A,3.0,D,2.0,ASW,TX,No Cloud,0
10,Night,Climb,Unknown,Unknown,Barn swallow,Small,1,A,4.0,D,2.0,ANM,OR,Unknown,0
10,Day,Landing Roll,0-500 ft,0 NM,Chimney swift,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
8,Day,Landing Roll,0-500 ft,0 NM,Barn swallow,Small,1,A,4.0,D,2.0,AGL,MI,Overcast,1
8,Day,Approach,Unknown,Unknown,Eared grebe,Small,2-10,A,4.0,D,2.0,ANM,UT,Unknown,1
10,Night,Landing Roll,0-500 ft,0 NM,White-tailed jackrabbit,Large,1,A,4.0,D,2.0,ANM,CO,No Cloud,0
10,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird,Unknown,1,A,1.0,A,1.0,AGL,ND,No Cloud,0
10,Night,Approach,0-500 ft,0-5 NM,Unknown bird - small,Small,1,B,1.0,F,1.0,ASO,FL,Overcast,0
10,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,TN,No Cloud,0
10,Day,Landing Roll,0-500 ft,0 NM,Horned lark,Small,2-10,A,4.0,D,2.0,ANM,CO,No Cloud,0
8,Day,Approach,"1,501-3,500 ft",5-20 NM,New World vultures,Large,1,A,4.0,D,3.0,ASO,TN,Some Cloud,1
10,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
10,Night,Landing Roll,0-500 ft,0 NM,Swainson's thrush,Small,1,A,4.0,D,2.0,AEA,NY,Some Cloud,0
8,Day,Approach,"3,501-10,000 ft",20-50 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,No Cloud,1
10,Day,Landing Roll,0-500 ft,0 NM,Merlin,Small,1,A,2.0,C,1.0,ANE,MA,No Cloud,0
10,Night,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
10,Day,Climb,0-500 ft,0 NM,Horned lark,Small,1,A,4.0,D,2.0,AGL,MN,Some Cloud,0
10,Day,Climb,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ANM,UT,No Cloud,0
10,Day,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,FGN,FN,No Cloud,0
10,Night,Approach,Unknown,Unknown,Red-tailed hawk,Medium,1,A,4.0,D,2.0,ANM,CO,Some Cloud,0
10,Night,Landing Roll,0-500 ft,0 NM,Black-tailed jackrabbit,Large,1,A,4.0,D,2.0,ASW,TX,No Cloud,0
10,Night,Approach,0-500 ft,0-5 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
10,Night,Climb,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,TN,No Cloud,0
6,Day,Approach,Unknown,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,Unknown,0
6,Day,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,2.0,D,2.0,AGL,OH,Unknown,0
6,Day,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,KY,Unknown,0
6,Day,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AWP,CA,Unknown,0
8,Day,Climb,0-500 ft,Unknown,Unknown bird - small,Small,1,A,3.0,D,2.0,AGL,IN,Some Cloud,1
6,Day,Take-off Run,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,SC,Unknown,0
6,Day,Departure,Unknown,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,Unknown,0
6,Day,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,AGL,OH,Unknown,0
6,Day,Approach,Unknown,0 NM,Unknown bird,Unknown,1,A,2.0,D,2.0,ANM,OR,Unknown,0
6,Day,Climb,Unknown,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ANE,MA,Unknown,0
6,Night,Approach,0-500 ft,Unknown,Unknown bird - small,Small,1,A,4.0,D,2.0,ACE,MO,Some Cloud,0
6,Dawn,Take-off Run,0-500 ft,0 NM,Mourning dove,Small,1,A,3.0,D,2.0,ACE,MO,Unknown,0
6,Day,Take-off Run,0-500 ft,0 NM,Semipalmated sandpiper,Small,11-100,A,4.0,D,2.0,ANE,MA,Overcast,0
6,Day,Landing Roll,0-500 ft,0 NM,Western meadowlark,Small,1,A,4.0,D,2.0,ANM,OR,Overcast,0
6,Night,Approach,0-500 ft,0 NM,Killdeer,Small,1,A,3.0,D,2.0,AEA,NJ,No Cloud,0
6,Night,Approach,0-500 ft,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,Unknown,0
9,Day,Take-off Run,0-500 ft,0 NM,Mourning dove,Small,2-10,A,4.0,D,2.0,ASO,KY,Unknown,0
10,Day,Approach,Unknown,Unknown,Ruddy duck,Medium,2-10,A,4.0,D,2.0,AEA,DC,No Cloud,0
6,Day,Approach,0-500 ft,0 NM,Unknown bird - small,Small,1,A,2.0,A,2.0,ASO,FL,Some Cloud,0
6,Day,Landing Roll,0-500 ft,0 NM,Zenaida dove,Small,1,A,4.0,D,2.0,ASO,PR,No Cloud,0
10,Day,Take-off Run,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ANM,UT,Unknown,0
10,Night,Approach,"1,501-3,500 ft",Unknown,Hermit thrush,Small,1,A,4.0,D,2.0,AEA,NY,No Cloud,0
10,Night,Approach,0-500 ft,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
10,Day,Take-off Run,0-500 ft,0 NM,Pine warbler,Small,1,A,4.0,D,2.0,ANM,CO,Unknown,0
8,Day,Approach,0-500 ft,0-5 NM,Turkey vulture,Large,1,A,2.0,A,2.0,ASW,TX,No Cloud,1
10,Night,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,3.0,D,2.0,AEA,NY,No Cloud,0
10,Night,Approach,0-500 ft,0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AEA,DC,No Cloud,0
10,Night,Descent,"3,501-10,000 ft",Unknown,Hoary bat,Small,1,A,4.0,D,2.0,ASO,GA,No Cloud,0
10,Day,Landing Roll,0-500 ft,0 NM,Horned lark,Small,1,A,4.0,D,2.0,ANM,CO,Some Cloud,0
10,Night,Approach,"1,501-3,500 ft",Unknown,Hermit thrush,Small,1,A,4.0,D,2.0,AEA,NY,Some Cloud,0
8,Dawn,Take-off Run,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AEA,PA,No Cloud,1
10,Dusk,Landing Roll,0-500 ft,0 NM,Spotted dove,Small,1,A,2.0,C,1.0,AWP,HI,No Cloud,0
10,Day,Landing Roll,0-500 ft,0 NM,Horned lark,Small,1,A,4.0,D,2.0,ANM,CO,Unknown,0
10,Night,Approach,"1,501-3,500 ft",Unknown,Gray catbird,Small,1,A,4.0,D,2.0,ASO,GA,No Cloud,0
6,Day,Approach,Unknown,0 NM,Unknown bird,Unknown,1,A,5.0,D,4.0,ASO,FL,Unknown,0
6,Day,Approach,Unknown,0 NM,Unknown bird - small,Small,1,A,2.0,D,2.0,ASW,TX,Unknown,0
6,Day,Approach,Unknown,Unknown,Unknown bird - small,Small,1,A,1.0,A,1.0,AWP,AZ,Unknown,0
6,Day,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,2.0,C,1.0,ASW,TX,Unknown,0
6,Night,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,Unknown,0
6,Day,Landing Roll,0-500 ft,0 NM,Gulls,Medium,1,A,4.0,D,2.0,AWP,CA,Unknown,0
6,Dusk,Approach,Unknown,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AGL,MI,Unknown,0
6,Dusk,Approach,Unknown,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AGL,MI,Unknown,0
6,Day,Climb,Unknown,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AEA,NJ,Unknown,0
6,Dawn,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AEA,WV,Unknown,0
6,Day,Approach,"501-1,500 ft",0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,FL,Unknown,0
10,Night,Climb,"501-1,500 ft",Unknown,Diving duck (Aythya),Medium,1,A,4.0,D,2.0,ANM,UT,Unknown,0
10,Day,Approach,Unknown,Unknown,Unknown bird - small,Small,1,A,4.0,D,2.0,ACE,MO,No Cloud,0
10,Night,Take-off Run,0-500 ft,0 NM,Coyote,Large,1,A,4.0,D,2.0,ANM,CO,Unknown,0
10,Day,Landing Roll,0-500 ft,0 NM,Sparrows,Small,1,A,4.0,D,2.0,AGL,IL,No Cloud,0
10,Day,Landing Roll,0-500 ft,0 NM,Western meadowlark,Small,1,A,4.0,D,2.0,AWP,CA,Some Cloud,0
10,Night,Landing Roll,0-500 ft,0 NM,Unknown bird - small,Small,2-10,A,4.0,D,2.0,AGL,MI,No Cloud,0
6,Day,Approach,"501-1,500 ft",0-5 NM,Chimney swift,Small,1,A,3.0,D,2.0,AGL,OH,Some Cloud,0
5,Day,Climb,0-500 ft,0 NM,Perching birds (y),Small,2-10,A,2.0,C,2.0,AAL,AK,No Cloud,0
7,Day,Climb,0-500 ft,0 NM,Perching birds (y),Small,1,A,1.0,A,1.0,AGL,WI,No Cloud,0
10,Night,Approach,Unknown,Unknown,Yellow-rumped warbler,Small,1,A,4.0,D,2.0,AEA,NJ,No Cloud,0
10,Day,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,3.0,D,2.0,ACE,IA,Some Cloud,0
6,Day,Approach,0-500 ft,0 NM,Barn swallow,Small,1,A,4.0,D,2.0,AGL,OH,No Cloud,0
6,Day,Approach,0-500 ft,0-5 NM,Rock pigeon,Small,1,A,3.0,D,2.0,ASO,FL,No Cloud,0
6,Dawn,Take-off Run,0-500 ft,0 NM,Barn swallow,Small,1,A,4.0,D,2.0,AGL,OH,No Cloud,0
6,Night,Approach,0-500 ft,Unknown,Brazilian free-tailed bat,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
6,Day,Take-off Run,0-500 ft,0 NM,Eastern meadowlark,Small,1,A,4.0,D,2.0,ANE,CT,Some Cloud,0
6,Day,Landing Roll,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,PR,Some Cloud,0
10,Night,Landing Roll,0-500 ft,0 NM,Virginia opossum,Large,1,A,1.0,A,1.0,ASO,MS,No Cloud,0
10,Day,Landing Roll,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ANM,CO,Some Cloud,0
6,Day,Approach,"501-1,500 ft",Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,Unknown,0
6,Day,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AWP,CA,Unknown,0
6,Day,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,AGL,IN,Unknown,0
6,Dawn,Take-off Run,0-500 ft,0 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,SC,Unknown,0
6,Day,Landing Roll,0-500 ft,0 NM,Unknown bird,Unknown,1,A,3.0,D,2.0,ASO,GA,Unknown,0
6,Day,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,AWP,CA,Unknown,0
6,Day,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,3.0,D,2.0,ASO,TN,Unknown,0
6,Day,Take-off Run,0-500 ft,0 NM,Western cattle egret,Small,2-10,A,4.0,D,2.0,ASO,FL,No Cloud,0
10,Day,Landing Roll,0-500 ft,0 NM,Rock pigeon,Small,1,A,4.0,D,2.0,ANM,CO,Unknown,0
10,Day,Approach,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,1,A,3.0,D,2.0,AEA,DC,No Cloud,0
10,Night,Descent,"10,000 ft+",5-20 NM,American robin,Small,1,A,4.0,D,2.0,ANM,UT,Overcast,0
10,Night,Approach,"501-1,500 ft",Unknown,Yellow-rumped warbler,Small,1,A,4.0,D,2.0,AEA,NY,Overcast,0
10,Night,Approach,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AEA,PA,No Cloud,0
10,Night,Approach,0-500 ft,0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,SC,Some Cloud,0
10,Day,Landing Roll,0-500 ft,0 NM,Rock pigeon,Small,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
10,Day,Approach,Unknown,0 NM,Golden-crowned kinglet,Small,1,A,4.0,D,2.0,AGL,MN,Overcast,0
10,Day,Climb,0-500 ft,0-5 NM,American robin,Small,1,A,1.0,A,1.0,AGL,OH,No Cloud,0
6,Day,Climb,0-500 ft,Unknown,Unknown bird - small,Small,1,A,4.0,D,2.0,ASO,NC,Unknown,0
6,Day,Departure,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASW,TX,Unknown,0
6,Day,Approach,0-500 ft,Unknown,Unknown bird,Unknown,2-10,A,4.0,D,2.0,ASO,PR,Unknown,0
3,Night,Approach,0-500 ft,0 NM,Canada goose,Large,1,A,4.0,D,2.0,AGL,MN,No Cloud,0
6,Day,Approach,0-500 ft,0 NM,Killdeer,Small,1,A,4.0,D,2.0,AEA,MD,No Cloud,0
6,Day,Landing Roll,0-500 ft,0 NM,American kestrel,Small,1,A,4.0,D,2.0,ASW,OK,No Cloud,0
6,Day,Landing Roll,0-500 ft,0 NM,Cliff swallow,Small,1,A,3.0,D,2.0,AWP,CA,No Cloud,0
6,Dusk,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,5.0,D,4.0,ASO,TN,Unknown,0
2,Day,Approach,Unknown,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AGL,MN,No Cloud,0
10,Night,Approach,Unknown,Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,NC,No Cloud,0
10,Night,Take-off Run,0-500 ft,0 NM,Coyote,Large,1,A,4.0,D,2.0,ASO,FL,No Cloud,0
4,Night,Climb,Unknown,Unknown,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ACE,MO,Some Cloud,0
4,Day,Approach,"501-1,500 ft",0-5 NM,Unknown bird - large,Large,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
9,Day,Approach,0-500 ft,Unknown,Unknown bird - small,Small,1,A,3.0,D,2.0,AEA,PA,No Cloud,0
10,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - small,Small,1,A,2.0,A,2.0,AGL,MN,Some Cloud,0
10,Night,Landing Roll,0-500 ft,0 NM,Rock pigeon,Small,1,A,4.0,D,2.0,AWP,CA,No Cloud,0
8,Day,Take-off Run,0-500 ft,0 NM,Rock pigeon,Small,2-10,A,3.0,D,2.0,AWP,NV,Some Cloud,1
10,Night,Approach,"1,501-3,500 ft",Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,TN,No Cloud,0
10,Dawn,Approach,Unknown,Unknown,Unknown bird - small,Small,1,A,3.0,D,2.0,AGL,IL,Some Cloud,0
10,Night,Approach,"1,501-3,500 ft",5-20 NM,Bay-breasted warbler,Small,1,A,4.0,D,2.0,ASO,GA,No Cloud,0
10,Night,Take-off Run,0-500 ft,0 NM,Swamp sparrow,Small,1,A,4.0,D,2.0,ACE,MO,Unknown,0
10,Night,Climb,"3,501-10,000 ft",Unknown,Unknown bird,Unknown,1,A,4.0,D,2.0,AGL,MI,Some Cloud,0
11,Night,Approach,"1,501-3,500 ft",0-5 NM,Cedar waxwing,Small,1,A,4.0,D,2.0,ASO,NC,Some Cloud,0
10,Night,Climb,"501-1,500 ft",0-5 NM,Unknown bird - small,Small,2-10,A,4.0,D,2.0,ASO,GA,No Cloud,0
10,Night,Approach,"3,501-10,000 ft",20-50 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,TN,No Cloud,0
7,Day,Landing Roll,0-500 ft,0 NM,American kestrel,Small,1,A,4.0,D,2.0,ANM,UT,No Cloud,0
8,Day,Landing Roll,0-500 ft,0 NM,Rock pigeon,Small,1,A,4.0,D,2.0,ASW,TX,Some Cloud,0
8,Day,Take-off Run,0-500 ft,0 NM,Mourning dove,Small,2-10,A,4.0,D,2.0,ASO,FL,No Cloud,1
9,Night,Approach,"1,501-3,500 ft",5-20 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,AGL,IN,No Cloud,0
9,Night,Approach,0-500 ft,0-5 NM,Ovenbird,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
9,Day,Landing Roll,0-500 ft,0 NM,American kestrel,Small,1,A,4.0,D,2.0,AEA,VA,Overcast,0
9,Day,Approach,"1,501-3,500 ft",0-5 NM,Purple martin,Small,1,A,4.0,D,2.0,AEA,VA,Overcast,0
9,Day,Landing Roll,0-500 ft,0 NM,Mourning dove,Small,2-10,A,4.0,D,2.0,ASO,FL,Overcast,0
9,Night,Approach,0-500 ft,0-5 NM,Unknown bird - small,Small,1,A,4.0,D,2.0,ACE,IA,Some Cloud,0
9,Day,Approach,Unknown,0 NM,Sparrows,Small,1,A,3.0,C,2.0,ASO,FL,Some Cloud,0
9,Day,Take-off Run,0-500 ft,0 NM,Barn swallow,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
9,Day,Take-off Run,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,AWP,CA,Unknown,0
9,Day,Landing Roll,0-500 ft,0 NM,American kestrel,Small,1,A,4.0,D,2.0,ANE,CT,No Cloud,0
9,Day,Landing Roll,0-500 ft,0 NM,Mourning dove,Small,2-10,A,3.0,C,2.0,ASO,SC,Some Cloud,0
9,Day,Landing Roll,0-500 ft,0 NM,Cave swallow,Small,2-10,A,4.0,D,2.0,ASO,PR,Overcast,0
9,Night,Approach,"501-1,500 ft",Unknown,Microbats,Small,1,A,4.0,D,2.0,AGL,OH,Some Cloud,0
9,Day,Approach,"1,501-3,500 ft",0-5 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,AL,No Cloud,0
9,Night,Approach,0-500 ft,0 NM,Killdeer,Small,1,A,4.0,D,2.0,ACE,IA,No Cloud,0
9,Day,Approach,Unknown,Unknown,Killdeer,Small,1,A,4.0,D,2.0,ASO,FL,Overcast,0
9,Day,Approach,0-500 ft,0 NM,European starling,Small,1,A,4.0,D,2.0,AEA,PA,Some Cloud,0
9,Day,Approach,Unknown,Unknown,Perching birds (y),Small,1,A,4.0,D,2.0,ASO,FL,Overcast,0
9,Day,Landing Roll,0-500 ft,0 NM,Rock pigeon,Small,2-10,A,4.0,D,2.0,ASO,NC,Overcast,0
8,Day,Take-off Run,0-500 ft,0 NM,Bald eagle,Large,1,A,4.0,D,2.0,AGL,WI,Unknown,1
9,Day,Approach,0-500 ft,0 NM,Mourning dove,Small,1,A,4.0,D,2.0,AGL,SD,Overcast,0
9,Day,Landing Roll,0-500 ft,0 NM,Unknown bird - medium,Medium,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
9,Day,Landing Roll,0-500 ft,0 NM,Swallows,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
9,Day,Approach,0-500 ft,0 NM,Unknown bird - small,Small,1,A,3.0,D,2.0,ASW,TX,No Cloud,0
9,Day,Take-off Run,0-500 ft,0 NM,Swallows,Small,1,A,4.0,D,2.0,ASO,FL,Overcast,0
9,Day,Landing Roll,0-500 ft,0 NM,Barn swallow,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
9,Night,Climb,0-500 ft,0 NM,Unknown bird,Unknown,1,A,4.0,D,2.0,ASO,TN,No Cloud,0
9,Day,Approach,0-500 ft,Unknown,Chimney swift,Small,1,A,4.0,D,2.0,AGL,OH,Some Cloud,0
9,Day,Landing Roll,0-500 ft,0 NM,Barn swallow,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
9,Day,Landing Roll,0-500 ft,0 NM,Killdeer,Small,1,A,4.0,D,2.0,ASO,FL,Some Cloud,0
9,Day,Take-off Run,0-500 ft,0 NM,Eastern meadowlark,Small,2-10,A,4.0,D,2.0,AGL,WI,Some Cloud,0
9,Day,Landing Roll,0-500 ft,0 NM,Mourning dove,Small,1,A,3.0,D,2.0,ASW,TX,No Cloud,0
